来源作者,期刊,年度(期),标题,作者,机构,下载量,页码,页数,大小
陈斌开1,经济社会体制比较 .,2022 (06),杠杆分化、资源错配与高质量增长——防范金融风险的结构性视角,陈斌开1 赵扶扬1 谭小芬2 陆铭3,1.中央财经大学经济学院 2.中央财经大学金融学院 3.上海交通大学安泰经济与管理学院,下载：1089,页码：40-52,页数：13,大小：2675K
陈斌开1,中国工业经济 .,2022 (09),动态量化空间均衡模型的理论进展与中国应用,赵扶扬1 陈斌开1 傅春杨2,1.中央财经大学经济学院 2.中国社会科学院大学经济学院,下载：240,页码：43-63,页数：21,大小：20221K
陈斌开1,中国工业经济 .,2022 (09),动态量化空间均衡模型的理论进展与中国应用,赵扶扬1 陈斌开1 傅春杨2,1.中央财经大学经济学院 2.中国社会科学院大学经济学院,下载：5285,页码：43-63,页数：21,大小：1429K
陈斌开1,经济学报 .,查看该刊数据库收录来源,减税激励、企业规模与资本劳动比,李艳1 王康宁2 陈斌开3 白重恩4,1.清华大学中国财政税收研究所 2.中国人民大学经济学院 3.中央财经大学经济学院 4.清华大学经济管理学院,下载：707,页数：32,大小：1054K,
陈斌开1,经济学报 .,"2023 ,10 (01)",减税激励、企业规模与资本劳动比,李艳1 王康宁2 陈斌开3 白重恩4,1.清华大学中国财政税收研究所 2.中国人民大学经济学院 3.中央财经大学经济学院 4.清华大学经济管理学院,下载：2522,页码：162-192,页数：31,大小：1782K
陈斌开1,中国工业经济 .,2022 (05),财产和生命双重风险约束下的家庭资产选择——基于地震风险的研究,于也雯1 龚雅娴2 陈斌开2 李辉文3,1.北京工商大学国际经管学院 2.中央财经大学经济学院 3.上海对外经贸大学国际经贸学院,下载：38,页码：43-61,页数：19,大小：18329K
陈斌开1,中国工业经济 .,2022 (05),财产和生命双重风险约束下的家庭资产选择——基于地震风险的研究,于也雯1 龚雅娴2 陈斌开2 李辉文3,1.北京工商大学国际经管学院 2.中央财经大学经济学院 3.上海对外经贸大学国际经贸学院,下载：4131,页码：43-61,页数：19,大小：288K
陈斌开1,管理世界 .,"2022 ,38 (06)",深入学习贯彻习近平总书记重要讲话精神 加快构建中国特色经济学体系,"高培勇1 樊丽明2 洪银兴3 韩保江4 吕炜5 白重恩6 洪永淼7 蔡继明6 寇宗来8 黄群慧9 刘元春10 刘尚希11 杨灿明12 龚六堂13,14 刘守英15 陈斌开16 郭凯明17 金碚1,18 李曦辉19 刘秉镰20 陆铭21 洪俊杰22 刘锡良23 陈诗一24,8",1.中国社会科学院 2.山东大学 3.南京大学 4.中央党校(国家行政学院) 5.东北财经大学 6.清华大学 7.中国科学院大学 8.复旦大学 9.中国社会科学院经济研究所 10.上海财经大学 11.中国财政科学研究院 12.中南财经政法大学 13.北京大学 14.北京工商大学 15.中国人民大学 16.中央财经大学 17.中山大学 18.郑州大学 19.中央民族大学 20.南开大学 21.上海交通大学 22.对外经济贸易大学 23.西南财经大学 24.安徽大学,下载：11514,页码：1-56,页数：56,大小：1705K
陈斌开1,经济学动态 .,2022 (04),中国数字经济核心产业创新创业：典型事实与指数编制,戴若尘 王艾昭 陈斌开,中央财经大学经济学院,下载：5365,页码：29-48,页数：20,大小：2485K
陈斌开1,社会科学文摘 .,2021 (11),土地供给视角下的宏观调控、地方政府与中国经济发展模式转型,赵扶扬1 陈斌开1 刘守英2,1.中央财经大学经济学院 2.中国人民大学经济学院,下载：1038,页码：43-45,页数：3,大小：1713K
陈斌开1,世界经济 .,"2021 ,44 (10)",全球价值链视角下的“距离之谜”探究,段玉婉1 洪槟瀚2 陈斌开3,1.中央财经大学国际经济与贸易学院 2.清华大学经济管理学院 3.中央财经大学经济学院,下载：4154,页码：3-29,页数：27,大小：1316K
陈斌开1,财贸经济 .,查看该刊数据库收录来源,城镇化进程中财产性收入冲击对家庭消费的影响——来自房屋拆迁的准自然实验,刘宏1 侯本宇方2 陈斌开3,1.中国人民大学劳动人事学院 2.中央财经大学中国经济与管理研究院 3.中央财经大学经济学院,下载：115,页数：17,大小：1736K,
陈斌开1,财贸经济 .,"2021 ,42 (09)",城镇化进程中财产性收入冲击对家庭消费的影响——来自房屋拆迁的准自然实验,刘宏1 侯本宇方2 陈斌开3,1.中国人民大学劳动人事学院 2.中央财经大学中国经济与管理研究院 3.中央财经大学经济学院,下载：3080,页码：112-128,页数：17,大小：1483K
陈斌开1,中国工业经济 .,2021 (08),土地的区域间配置与新发展格局——基于量化空间均衡的研究,赵扶扬 陈斌开,中央财经大学经济学院,下载：604,页码：1-20,页数：20,大小：18018K
陈斌开1,中国工业经济 .,2021 (08),土地的区域间配置与新发展格局——基于量化空间均衡的研究,赵扶扬 陈斌开,中央财经大学经济学院,下载：6435,页码：94-113,页数：20,大小：2897K
陈斌开1,经济研究 .,"2021 ,56 (07)",宏观调控、地方政府与中国经济发展模式转型:土地供给的视角,赵扶扬1 陈斌开1 刘守英2,1.中央财经大学经济学院 2.中国人民大学经济学院,下载：11521,页码：4-23,页数：20,大小：4818K
陈斌开1,经济学(季刊) .,"2021 ,21 (04)",房价上涨扩大了中国消费不平等吗?,刘靖 陈斌开,中央财经大学经济学院,下载：8050,页码：1253-1274,页数：22,大小：406K
陈斌开1,金融研究 .,2021 (06),义务教育能提高代际流动性吗?,陈斌开1 张淑娟2 申广军3,1.中央财经大学经济学院 2.深圳市大数据研究院 3.中山大学岭南学院,下载：4079,页码：76-94,页数：19,大小：481K
陈斌开1,国际经济评论 .,查看该刊数据库收录来源,跨越不平等陷阱,陈斌开,中央财经大学经济学院,下载：208,页数：21,大小：685K,
陈斌开1,国际经济评论 .,查看该刊数据库收录来源,跨越不平等陷阱,陈斌开,中央财经大学经济学院,下载：208,页数：21,大小：685K,
陈斌开1,国际经济评论 .,2021 (03),跨越不平等陷阱,陈斌开,中央财经大学经济学院,下载：1455,页码：81-101+6,页数：22,大小：1361K
陈斌开1,北京交通大学学报(社会科学版) .,查看该刊数据库收录来源,数字经济对发展中国家与发达国家劳动力市场的不同影响——技能替代视角的分析,陈斌开 马燕来,中央财经大学经济学院,下载：319,页数：12,大小：1114K,
陈斌开1,北京交通大学学报(社会科学版) .,"2021 ,20 (02)",数字经济对发展中国家与发达国家劳动力市场的不同影响——技能替代视角的分析,陈斌开 马燕来,中央财经大学经济学院,下载：3897,页码：1-12,页数：12,大小：375K
陈斌开1,中国工业经济 .,2020 (11),税收征管、税负水平与税负公平,李艳 杨婉昕 陈斌开,中央财经大学经济学院,下载：12910,页码：24-41,页数：18,大小：1505K
陈斌开1,世界经济 .,"2020 ,43 (10)",土地流转、农业生产率与农民收入,陈斌开1 马宁宁2 王丹利3,1.中央财经大学经济学院 2.北京大学光华管理学院 3.上海对外经贸大学国际经贸学院,下载：8228,页码：97-120,页数：24,大小：508K
陈斌开1,改革 .,2020 (09),贸易、就业与中国农村贫困,陈思宇1 陈斌开2,1.北京大学经济学院 2.中央财经大学经济学院,下载：1602,页码：80-93,页数：14,大小：2544K
陈斌开1,消费经济 .,"2020 ,36 (03)",“新冠肺炎疫情与消费”专家笔谈,"臧旭恒1,2 陈斌开3 尹志超4 汪伟5,6 易行健7,8",1.山东师范大学经济学院 2.山东大学消费与发展研究所 3.中央财经大学经济学院 4.首都经济贸易大学金融学院 5.上海财经大学城乡消费研究中心 6.上海财经大学公共经济与管理学院 7.广东外语外贸大学金融学院 8.广州华南财富管理中心研究基地,下载：4582,页码：3-12,页数：10,大小：163K
陈斌开1,中国社会科学 .,2020 (02),再分配政策对农村收入分配的影响——基于税费体制改革的经验研究,陈斌开1 李银银2,1.中央财经大学经济学院 2.北京大学光华管理学院,下载：7691,页码：70-92+205-206,页数：25,大小：1018K
陈斌开1,经济科学 .,2019 (04),利率市场化与中国城镇居民消费,陈斌开 李涛,中央财经大学经济学院,下载：1590,页码：31-43,页数：13,大小：955K
陈斌开1,经济学(季刊) .,"2018 ,17 (03)",房地产价格上涨能推动经济增长吗?,"陈斌开1 黄少安2,1 欧阳涤非3",1.中央财经大学经济学院 2.山东大学经济研究院 3.日内瓦大学经济学院,下载：6051,页码：1079-1102,页数：24,大小：946K
陈斌开1,经济研究 .,"2018 ,53 (03)",流动的社会资本——传统宗族文化是否影响移民就业?,陈斌开1 陈思宇2,1.中央财经大学经济学院 2.北京大学经济学院,下载：11845,页码：35-49,页数：15,大小：199K
陈斌开1,经济学(季刊) .,"2018 ,17 (02)",重工业优先发展战略对经济发展的长期影响——基于历史投入产出表的理论和实证研究,林晨1 陈斌开2,1.中国人民大学经济学院 2.中央财经大学经济学院,下载：2870,页码：825-846,页数：22,大小：930K
陈斌开1,世界经济 .,"2018 ,41 (01)",发展战略与经济停滞,陈斌开 伏霖,中央财经大学经济学院,下载：1765,页码：52-77,页数：26,大小：675K
陈斌开1,学术月刊 .,"2017 ,49 (09)",供给侧结构性改革与中国居民消费,陈斌开,中央财经大学经济学院,下载：1108,页码：13-17,页数：5,大小：1738K
陈斌开1,中国会计评论 .,"2017 ,15 (02)",“互联网+”的企业战略选择与转型业绩——基于交易成本的视角,吴溪1 朱梅2 陈斌开3,1.中央财经大学会计学院、中国管理会计研究与发展中心 2.中央财经大学会计学院 3.中央财经大学经济学院,下载：1188,页码：133-154,页数：22,大小：896K
陈斌开1,经济研究 .,"2016 ,51 (11)",减税能否提振中国经济?——基于中国增值税改革的实证研究,申广军1 陈斌开1 杨汝岱2,1.中央财经大学经济学院 2.北京大学经济学院,下载：19671,页码：70-82,页数：13,大小：187K
陈斌开1,新疆师范大学学报(哲学社会科学版) .,"2017 ,38 (01)",以“去产能”为契机推动国有企业改革:战略与路径,陈斌开 于也雯,中央财经大学经济学院,下载：1907,页码：88-98+2,页数：12,大小：2706K
陈斌开1,管理世界 .,2016 (05),税收激励和企业投资——基于2004～2009年增值税转型的自然实验,许伟1 陈斌开2,1.国务院发展研究中心 2.中央财经大学经济学院,下载：12284,页码：9-17,页数：9,大小：1192K
陈斌开1,中国社会科学 .,2016 (05),人力资本和中国城市住房价格,陈斌开 张川川,中央财经大学经济学院,下载：12976,页码：43-64+205,页数：23,大小：931K
陈斌开1,中国社会科学 .,2016 (05),人力资本和中国城市住房价格,陈斌开 张川川,中央财经大学经济学院,下载：12976,页码：43-64+205,页数：23,大小：931K
陈斌开1,世界经济 .,"2016 ,39 (05)",迈向平衡的增长:利率管制、多重失衡与改革战略,陈斌开1 陆铭2,1.中央财经大学经济学院 2.上海交通大学复旦大学,下载：2655,页码：29-53,页数：25,大小：527K
陈斌开1,经济学动态 .,2016 (04),技术与文化:互联网如何改变个人价值观?,陈思宇 胡志安 陈斌开,中央财经大学经济学院,下载：2132,页码：37-47,页数：11,大小：882K
陈斌开1,人民论坛 .,2016 (07),政府如何助推供给侧改革,陈斌开,中央财经大学经济学院,下载：957,页码：80-81,页数：2,大小：1105K
陈斌开1,金融研究 .,2015 (11),个人所得税改革可以刺激居民消费吗?——来自2011年所得税改革的证据,徐润1 陈斌开2,1.清华大学经济管理学院 2.中央财经大学经济学院,下载：7723,页码：80-97,页数：18,大小：463K
陈斌开1,人民论坛 .,2015 (26),中国经济会陷入欧洲式衰退吗?,陈斌开 魏华展,中央财经大学经济学院,下载：238,页码：17-19,页数：3,大小：177K
陈斌开1,世界经济 .,"2015 ,38 (04)",住房价格、资源错配与中国工业企业生产率,陈斌开1 金箫2 欧阳涤非3,1.中央财经大学经济学院 2.清华大学五道口金融学院 3.瑞士日内瓦大学经济学院,下载：10733,页码：77-98,页数：22,大小：1378K
陈斌开1,经济社会体制比较 .,2015 (02),政府、市场与中国经济发展——2014年中国青年经济学家联谊会会议综述,施歌 陈斌开,中央财经大学经济学院,下载：491,页码：187-192,页数：6,大小：66K
陈斌开1,前线 .,2014 (12),文化创意产业“融资难”的纾解对策,陈斌开,中央财经大学经济学院,下载：248,页码：99-101+104,页数：4,大小：118K
陈斌开1,经济研究 .,"2014 ,49 (11)",“社会养老”能否替代“家庭养老”?——来自中国新型农村社会养老保险的证据,张川川 陈斌开,中央财经大学经济学院,下载：49738,页码：102-115,页数：14,大小：2065K
陈斌开1,世界经济 .,"2014 ,37 (07)",理解中国消费不足:基于文献的评述,陈斌开1 陈琳2 谭安邦2,1.中央财经大学经济学院 2.中央财经大学金融学院,下载：6952,页码：3-22,页数：20,大小：1944K
